|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 112.29069929719651 | 113.86930797312472 | 112.21461984754474 |  113.7932357788086 |   6551700 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 113.32724445646265 | 114.04047290865957 | 111.43481366146061 | 111.53942108154297 |   5586900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 110.51238408274196 | 113.12755539865111 | 110.51238408274196 | 112.14805603027344 |   6145200 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 112.30970716860136 | 113.61254043936151 | 111.88177299301441 |  112.9944076538086 |   4112500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 113.92636426262592 | 114.54448980129865 | 113.37479916918282 |  113.5079345703125 |   4748300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 113.85028795354177 | 113.85028795354177 | 112.61402233147363 | 113.81224822998047 |   3831500 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 113.98342285936116 | 115.44791956105063 | 113.04196328518057 |  114.4969482421875 |   5241100 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  114.9343941782243 | 115.30527241215408 | 114.25920541247172 |  114.4969482421875 |   5035400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 114.43988845668194 | 114.72518276301905 | 113.56499655840703 | 113.71715545654297 |   4279900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  113.9643952528719 |  114.9724297480782 | 113.67910822072058 | 114.65860748291016 |   3260900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 114.90586598214752 | 115.22919274738838 | 114.14508602636202 | 114.85831451416016 |   6021800 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 115.06753166212417 | 115.57154530937731 | 100.89805730390293 | 106.76554870605469 |  50943200 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 107.98279369278306 | 108.16347330561238 |  105.3866388592337 | 106.52780151367188 |  14719200 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 105.72898548302307 |  106.5753493280469 | 105.57682659813409 | 106.14741516113281 |   5364800 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 105.03477227808715 |  106.0998626962716 |  103.0092061155951 | 103.68439483642578 |  12694200 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  102.7619514448259 | 105.46271358051835 | 102.43862470084008 | 104.94918823242188 |  10823200 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  104.0743020293977 | 104.35958906793911 | 101.94412108054509 | 102.01068878173828 |  10337100 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 102.21040308404287 |  103.0092155291802 | 101.14531256852419 | 101.44962310791016 |   7620100 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 102.12480462547776 |  103.4371423728471 | 101.57323954478564 | 102.21039581298828 |   7398900 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 102.69539140930486 |  102.7714708566254 | 101.04070333442792 | 101.25942993164062 |   6102700 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 101.36402154811226 | 103.46567438479852 | 100.83147997248216 | 102.48616790771484 |   7444300 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 102.93313461104452 | 103.41813202028878 | 101.30697450922783 |  102.7809829711914 |   5821800 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
|  102.2294164104709 | 102.94264489705559 | 101.84902643322533 |  102.4481430053711 |  14157200 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 100.89804770417479 | 102.21989715509378 | 100.38452236092547 | 101.18334197998047 |   7103400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 101.04070030934115 | 102.14383049645579 | 100.99314884235561 | 101.89657592773438 |   6400400 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 101.76343714314064 | 102.30549047421158 |  100.7363864352162 | 101.19285583496094 |   6319100 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 101.74441335051957 | 102.96165540575139 | 101.42108660380767 | 102.09627532958984 |   5847800 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 101.63030424983559 |  102.7524506608756 | 101.22138630542266 | 101.82049560546875 |   5836100 |       0.0 |            0 |
|--------------------|--------------------|--------------------|--------------------|-----------|-----------|--------------|
| 101.87755990066847 | 103.31352869585155 | 101.77295246990664 | 102.43863677978516 |   4969600 |       0.0 |            0 |
